Element Name,Windows NT,Windows,Component,Component Version,Declaration Header,Include Header,Library,GUID,GUID Macro,Unicode,Element Type
SET_PARTITION_INFORMATION,Windows NT 3.1 or later,Unsupported,Base/hardware,,Winioctl.h,,,,,,structure
SP_DEVICE_INTERFACE_DATA,Windows 2000 or later,Windows 98 or later,Base/hardware,,Setupapi.h,,,,,,structure
SP_DEVICE_INTERFACE_DETAIL_DATA,Windows 2000 or later,Windows 98 or later,Base/hardware,,Setupapi.h,,,,,,structure
SP_DEVINFO_DATA,Windows 2000 or later,Windows 98 or later,Base/hardware,,Setupapi.h,,,,,,structure
STARTING_LCN_INPUT_BUFFER,Windows 2000 or later,Unsupported,Base/hardware,,Winioctl.h,,,,,,structure
STARTING_VCN_INPUT_BUFFER,Windows 2000 or later,Unsupported,Base/hardware,,Winioctl.h,,,,,,structure
SYSTEM_POWER_STATUS,Windows 2000 or later,Windows 95 or later,Base/hardware,,Winbase.h,Windows.h,,,,,structure
USN_JOURNAL_DATA,Windows 2000 or later,Unsupported,Base/hardware,,Winioctl.h,,,,,,structure
USN_RECORD,Windows 2000 or later,Unsupported,Base/hardware,,Winioctl.h,,,,,,structure
VERIFY_INFORMATION,Windows NT 3.1 or later,Unsupported,Base/hardware,,Winioctl.h,,,,,,structure
VOLUME_BITMAP_BUFFER,Windows 2000 or later,Unsupported,Base/hardware,,Winioctl.h,,,,,,structure
VOLUME_DISK_EXTENTS,Whistler,Unsupported,Base/hardware,,Winioctl.h,,,,,,structure
CallProcEx32W,Windows NT 3.1 or later,Windows 95 or later,Base/helper,,Wownt16.h,,Kernel.dll,,,,function
CreateToolhelp32Snapshot,Windows 2000 or later,Windows 95 or later,Base/helper,,Tlhelp32.h,,Kernel32.lib,,,,function
FreeLibrary32W,Windows NT 3.1 or later,Windows 95 or later,Base/helper,,Wownt16.h,,Kernel.dll,,,,function
GetProcAddress32W,Windows NT 3.1 or later,Windows 95 or later,Base/helper,,Wownt16.h,,Kernel.dll,,,,function
GetVDMPointer32W,Windows NT 3.1 or later,Windows 95 or later,Base/helper,,Wownt16.h,,Kernel.dll,,,,function
Heap32First,Windows 2000 or later,Windows 95 or later,Base/helper,,Tlhelp32.h,,Kernel32.lib,,,,function
Heap32ListFirst,Windows 2000 or later,Windows 95 or later,Base/helper,,Tlhelp32.h,,Kernel32.lib,,,,function
Heap32ListNext,Windows 2000 or later,Windows 95 or later,Base/helper,,Tlhelp32.h,,Kernel32.lib,,,,function
Heap32Next,Windows 2000 or later,Windows 95 or later,Base/helper,,Tlhelp32.h,,Kernel32.lib,,,,function
InitializeSListHead,Whistler,Unsupported,Base/helper,,Winbase.h,Windows.h,Kernel32.lib,,,,function
InterlockedFlushSList,Whistler,Unsupported,Base/helper,,Winbase.h,Windows.h,Kernel32.lib,,,,function
InterlockedPopEntrySList,Whistler,Unsupported,Base/helper,,Winbase.h,Windows.h,Kernel32.lib,,,,function
InterlockedPushEntrySList,Whistler,Unsupported,Base/helper,,Winbase.h,Windows.h,Kernel32.lib,,,,function
LoadLibraryEx32W,Windows NT 3.1 or later,Windows 95 or later,Base/helper,,Wownt16.h,,Kernel.dll,,,,function
Module32First,Windows 2000 or later,Windows 95 or later,Base/helper,,Tlhelp32.h,,Kernel32.lib,,,,function
Module32Next,Windows 2000 or later,Windows 95 or later,Base/helper,,Tlhelp32.h,,Kernel32.lib,,,,function
MulDiv,Windows NT 3.1 or later,Windows 95 or later,Base/helper,,Winbase.h,Windows.h,Kernel32.lib,,,,function
Process32First,Windows 2000 or later,Windows 95 or later,Base/helper,,Tlhelp32.h,,Kernel32.lib,,,,function
Process32Next,Windows 2000 or later,Windows 95 or later,Base/helper,,Tlhelp32.h,,Kernel32.lib,,,,function
Thread32First,Windows 2000 or later,Windows 95 or later,Base/helper,,Tlhelp32.h,,Kernel32.lib,,,,function
Thread32Next,Windows 2000 or later,Windows 95 or later,Base/helper,,Tlhelp32.h,,Kernel32.lib,,,,function
Toolhelp32ReadProcessMemory,Windows 2000 or later,Windows 95 or later,Base/helper,,Tlhelp32.h,,Kernel32.lib,,,,function
WOWCallback16,Windows NT 3.1 or later,Windows 95 or later,Base/helper,,Wownt32.h,,Wow32.dll,,,,function
WOWCallback16Ex,Windows NT 3.1 or later,Windows 95 or later,Base/helper,,Wownt32.h,,Wow32.dll,,,,function
WOWGetVDMPointer,Windows NT 3.1 or later,Windows 95 or later,Base/helper,,Wownt32.h,,Wow32.dll,,,,function
WOWGetVDMPointerFix,Windows NT 3.1 or later,Windows 95 or later,Base/helper,,Wownt32.h,,Wow32.dll,,,,function
WOWGetVDMPointerUnfix,Windows NT 3.1 or later,Windows 95 or later,Base/helper,,Wownt32.h,,Wow32.dll,,,,function
WOWGlobalAlloc16,Windows NT 3.1 or later,Windows 95 or later,Base/helper,,Wownt32.h,,Wow32.dll,,,,function
WOWGlobalAllocLock16,Windows NT 3.1 or later,Windows 95 or later,Base/helper,,Wownt32.h,,Wow32.dll,,,,function
WOWGlobalFree16,Windows NT 3.1 or later,Windows 95 or later,Base/helper,,Wownt32.h,,Wow32.dll,,,,function
WOWGlobalLock16,Windows NT 3.1 or later,Windows 95 or later,Base/helper,,Wownt32.h,,Wow32.dll,,,,function
WOWGlobalLockSize16,Windows NT 3.1 or later,Windows 95 or later,Base/helper,,Wownt32.h,,Wow32.dll,,,,function
WOWGlobalUnlock16,Windows NT 3.1 or later,Windows 95 or later,Base/helper,,Wownt32.h,,Wow32.dll,,,,function
WOWGlobalUnlockFree16,Windows NT 3.1 or later,Windows 95 or later,Base/helper,,Wownt32.h,,Wow32.dll,,,,function
WOWHandle16,Windows NT 3.1 or later,Windows 95 or later,Base/helper,,Wownt32.h,,Wow32.dll,,,,function
WOWHandle32,Windows NT 3.1 or later,Windows 95 or later,Base/helper,,Wownt32.h,,Wow32.dll,,,,function
Int32x32To64,Windows NT 3.1 or later,Windows 95 or later,Base/helper,,Winnt.h,Windows.h,,,,,macro
Int64ShllMod32,Windows NT 3.1 or later,Windows 95 or later,Base/helper,,Winnt.h,Windows.h,,,,,macro
Int64ShraMod32,Windows NT 3.1 or later,Windows 95 or later,Base/helper,,Winnt.h,Windows.h,,,,,macro
Int64ShrlMod32,Windows NT 3.1 or later,Windows 95 or later,Base/helper,,Winnt.h,Windows.h,,,,,macro
UInt32x32To64,Windows NT 3.1 or later,Windows 95 or later,Base/helper,,Winnt.h,Windows.h,,,,,macro
HEAPENTRY32,Windows 2000 or later,Windows 95 or later,Base/helper,,Tlhelp32.h,,,,,,structure
HEAPLIST32,Windows 2000 or later,Windows 95 or later,Base/helper,,Tlhelp32.h,,,,,,structure
LARGE_INTEGER,Windows NT 3.1 or later,Windows 95 or later,Base/helper,,Winnt.h,Windows.h,,,,,structure
MODULEENTRY32,Windows 2000 or later,Windows 95 or later,Base/helper,,Tlhelp32.h,,,,,,structure
PROCESSENTRY32,Windows 2000 or later,Windows 95 or later,Base/helper,,Tlhelp32.h,,,,,,structure
SINGLE_LIST_ENTRY,Whistler,Unsupported,Base/helper,,Winbase.h,Windows.h,,,,,structure
THREADENTRY32,Windows 2000 or later,Windows 95 or later,Base/helper,,Tlhelp32.h,,,,,,structure
ULARGE_INTEGER,Windows NT 3.1 or later,Windows 95 or later,Base/helper,,Winnt.h,Windows.h,,,,,structure
EnumCalendarInfoProc,Windows NT 3.1 or later,Windows 98 or later,Base/intl,,Winnls.h,Windows.h,,,,,callback function
EnumCalendarInfoProcEx,Windows 2000 or later,Windows 98 or later,Base/intl,,Winnls.h,Windows.h,,,,Declared as Unicode and ANSI prototypes.,callback function
EnumCodePagesProc,Windows NT 3.1 or later,Windows 98 or later,Base/intl,,Winnls.h,Windows.h,,,,,callback function
EnumDateFormatsProc,Windows NT 3.1 or later,Windows 98 or later,Base/intl,,Winnls.h,Windows.h,,,,,callback function
EnumDateFormatsProcEx,Windows 2000 or later,Windows 98 or later,Base/intl,,Winnls.h,Windows.h,,,,,callback function
EnumGeoInfoProc,Whistler,Windows Me,Base/intl,,Winnls.h,Windows.h,,,,,callback function
EnumLanguageGroupLocalesProc,Windows 2000 or later,Unsupported,Base/intl,,Winnls.h,Windows.h,,,,,callback function
EnumLanguageGroupsProc,Windows 2000 or later,Unsupported,Base/intl,,Winnls.h,Windows.h,,,,,callback function
EnumLocalesProc,Windows NT 3.1 or later,Windows 98 or later,Base/intl,,Winnls.h,Windows.h,,,,,callback function
EnumRegisterWordProc,Windows NT 3.1 or later,Windows 95 or later,Base/intl,,Imm.h,Windows.h,,,,,callback function
EnumTimeFormatsProc,Windows NT 3.1 or later,Windows 98 or later,Base/intl,,Winnls.h,Windows.h,,,,,callback function
EnumUILanguagesProc,Windows 2000 or later,Unsupported,Base/intl,,Winnls.h,Windows.h,,,,,callback function
SCRIPT,Windows 2000 or later,,Base/intl,,Usp10.h,,,,,,enumeration
SCRIPT_JUSTIFY,Windows 2000 or later,,Base/intl,,Usp10.h,,,,,,enumeration
SYSGEOCLASS,Whistler,Windows Me,Base/intl,,Winnls.h,Windows.h, ,,,,enumeration
SYSGEOTYPE,Whistler,Windows Me,Base/intl,,Winnls.h,Windows.h, ,,,,enumeration
ConvertDefaultLocale,Windows NT 3.5 or later,Windows 95 or later,Base/intl,,Winnls.h,Windows.h,Kernel32.lib,,,,function
EnumCalendarInfo,Windows NT 3.5 or later,Windows 95 or later,Base/intl,,Winnls.h,Windows.h,Kernel32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
EnumCalendarInfoEx,Windows 2000 or later,Windows 98 or later,Base/intl,,Winnls.h,Windows.h,Kernel32.lib,,,Implemented as Unicode and ANSI versions on Windows 2000.,function
EnumDateFormats,Windows NT 3.5 or later,Windows 95 or later,Base/intl,,Winnls.h,Windows.h,Kernel32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
EnumDateFormatsEx,Windows 2000 or later,Windows 98 or later,Base/intl,,Winnls.h,Windows.h,Kernel32.lib,,,,function
EnumInputContext,Windows 2000 or later,Windows 98 or later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,,function
EnumLanguageGroupLocales,Windows 2000 or later,Unsupported,Base/intl,,Winnls.h,Windows.h,Kernel32.lib,,,,function
EnumSystemCodePages,Windows NT 3.5 or later,Windows 95 or later,Base/intl,,Winnls.h,Windows.h,Kernel32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
EnumSystemGeoID,Whistler,Windows Me,Base/intl,,Winnls.h,Windows.h,Kernel32.lib,,,,function
EnumSystemLanguageGroups,Windows 2000 or later,Unsupported,Base/intl,,Winnls.h,Windows.h,Kernel32.lib,,,,function
EnumSystemLocales,Windows NT 3.5 or later,Windows 95 or later,Base/intl,,Winnls.h,Windows.h,Kernel32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
EnumTimeFormats,Windows NT 3.5 or later,Windows 95 or later,Base/intl,,Winnls.h,Windows.h,Kernel32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
EnumUILanguages,Windows 2000 or later,Unsupported,Base/intl,,Winnls.h,Windows.h,Kernel32.lib,,,,function
GetACP,Windows NT 3.1 or later,Windows 95 or later,Base/intl,,Winnls.h,Windows.h,Kernel32.lib,,,,function
GetCalendarInfo,Windows 2000 or later,Windows 98 or later,Base/intl,,Winnls.h,Windows.h,Kernel32.lib,,,,function
GetCPInfo,Windows NT 3.1 or later,Windows 95 or later,Base/intl,,Winnls.h,Windows.h,Kernel32.lib,,,,function
GetCPInfoEx,Windows 2000 or later,Windows 98 or later,Base/intl,,Winnls.h,Windows.h,Kernel32.lib,,,Implemented as Unicode and ANSI versions on Windows 2000.,function
GetCurrencyFormat,Windows NT 3.5 or later,Windows 95 or later,Base/intl,,Winnls.h,Windows.h,Kernel32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
GetDateFormat,Windows NT 3.5 or later,Windows 95 or later,Base/intl,,Winnls.h,Windows.h,Kernel32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
GetGeoInfo,Whistler,Windows Me,Base/intl,,Winnls.h,Windows.h,Kernel32.lib,,,,function
GetLocaleInfo,Windows NT 3.1 or later,Windows 95 or later,Base/intl,,Winnls.h,Windows.h,Kernel32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
GetNumberFormat,Windows NT 3.5 or later,Windows 95 or later,Base/intl,,Winnls.h,Windows.h,Kernel32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
GetOEMCP,Windows NT 3.1 or later,Windows 95 or later,Base/intl,,Winnls.h,Windows.h,Kernel32.lib,,,,function
GetSystemDefaultLangID,Windows NT 3.1 or later,Windows 95 or later,Base/intl,,Winnls.h,Windows.h,Kernel32.lib,,,,function
GetSystemDefaultLCID,Windows NT 3.1 or later,Windows 95 or later,Base/intl,,Winnls.h,Windows.h,Kernel32.lib,,,,function
GetSystemDefaultUILanguage,Windows 2000 or later,Windows Me,Base/intl,,Winnls.h,Windows.h,Kernel32.lib,,,,function
GetTextCharset,Windows NT 3.5 or later,Windows 95 or later,Base/intl,,Wingdi.h,Windows.h,Gdi32.lib,,,,function
GetTextCharsetInfo,Windows NT 3.51 or later,Windows 95 or later,Base/intl,,Wingdi.h,Windows.h,Gdi32.lib,,,,function
GetThreadLocale,Windows NT 3.1 or later,Windows 95 or later,Base/intl,,Winnls.h,Windows.h,Kernel32.lib,,,,function
GetTimeFormat,Windows NT 3.5 or later,Windows 95 or later,Base/intl,,Winnls.h,Windows.h,Kernel32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
GetUserDefaultLangID,Windows NT 3.1 or later,Windows 95 or later,Base/intl,,Winnls.h,Windows.h,Kernel32.lib,,,,function
GetUserDefaultLCID,Windows NT 3.1 or later,Windows 95 or later,Base/intl,,Winnls.h,Windows.h,Kernel32.lib,,,,function
GetUserDefaultUILanguage,Windows 2000 or later,Windows Me,Base/intl,,Winnls.h,Windows.h,Kernel32.lib,,,,function
GetUserGeoID,Whistler,Windows Me,Base/intl,,Winnls.h,Windows.h,Kernel32.lib,,,,function
ImmAssociateContext,Windows NT 4.0 or later,Windows 95 or later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,,function
ImmAssociateContextEx,Windows 2000 or later,Windows 98 or later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,,function
ImmConfigureIME,Windows NT 4.0 or later,Windows 95 or later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000 and Windows 98.,function
ImmCreateContext,Windows NT 4.0 or later,Windows 95 or later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,,function
ImmDestroyContext,Windows NT 4.0 or later,Windows 95 or later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,,function
ImmDisableIME,Windows 2000 or later,Windows 98 or later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,,function
ImmEnumInputContext,Windows 2000 or later,Windows 98 or later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,,function
ImmEnumRegisterWord,Windows NT 4.0 or later,Windows 95 or later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000 and Windows 98.,function
ImmEscape,Windows NT 4.0 or later,Windows 95 or later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000 and Windows 98.,function
ImmGetCandidateList,Windows NT 4.0 or later,Windows 95 or later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000 and Windows 98.,function
ImmGetCandidateListCount,Windows NT 4.0 or later,Windows 95 or later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000 and Windows 98.,function
ImmGetCandidateWindow,Windows NT 4.0 or later,Windows 95 or later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,,function
ImmGetCompositionFont,Windows NT 4.0 or later,Windows 95 or later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000 and Windows 98.,function
ImmGetCompositionString,Windows NT 4.0 or later,Windows 95 or later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000 and Windows 98.,function
ImmGetCompositionWindow,Windows NT 4.0 or later,Windows 95 or later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,,function
ImmGetContext,Windows NT 4.0 or later,Windows 95 or later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,,function
ImmGetConversionList,Windows NT 4.0 or later,Windows 95 or later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000 and Windows 98.,function
ImmGetConversionStatus,Windows NT 4.0 or later,Windows 95 or later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,,function
ImmGetDefaultIMEWnd,Windows NT 4.0 or later,Windows 95 or later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,,function
ImmGetDescription,Windows NT 4.0 or later,Windows 95 or later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000 and Windows 98.,function
ImmGetGuideLine,Windows NT 4.0 or later,Windows 95 or later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000 and Windows 98.,function
ImmGetIMEFileName,Windows NT 4.0 or later,Windows 95 or later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000 and Windows 98.,function
ImmGetImeMenuItems,Windows 2000 or later,Windows 98 or later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000 and Windows 98.,function
ImmGetOpenStatus,Windows NT 4.0 or later,Windows 95 or later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,,function
ImmGetProperty,Windows NT 4.0 or later,Windows 95 or later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,,function
ImmGetRegisterWordStyle,Windows NT 4.0 or later,Windows 95 or later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000 and Windows 98.,function
ImmGetStatusWindowPos,Windows NT 4.0 or later,Windows 95 or later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,,function
ImmGetVirtualKey,Windows NT 4.0 or later,Windows 95 or later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,,function
ImmInstallIME,Windows NT 4.0 or later,Windows 95 or later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000 and Windows 98.,function
ImmIsIME,Windows NT 4.0 or later,Windows 95 or later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,,function
ImmIsUIMessage,Windows NT 4.0 or later,Windows 95 or later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
ImmNotifyIME,Windows NT 4.0 or later,Windows 95 or later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,,function
ImmRegisterWord,Windows NT 4.0 or later,Windows 95 or later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000 and Windows 98.,function
ImmReleaseContext,Windows NT 4.0 or later,Windows 95 or later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,,function
ImmSetCandidateWindow,Windows NT 4.0 or later,Windows 95 or later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,,function
ImmSetCompositionFont,Windows NT 4.0 or later,Windows 95 or later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000 and Windows 98.,function
ImmSetCompositionString,Windows NT 4.0 or later,Windows 95 or later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000 and Windows 98.,function
ImmSetCompositionWindow,Windows NT 4.0 or later,Windows 95 or later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,,function
ImmSetConversionStatus,Windows NT 4.0 or later,Windows 95 or later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,,function
ImmSetOpenStatus,Windows NT 4.0 or later,Windows 95 or later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,,function
ImmSetStatusWindowPos,Windows NT 4.0 or later,Windows 95 or later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,,function
ImmSimulateHotKey,Windows NT 4.0 or later,Windows 95 or later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,,function
ImmUnregisterWord,Windows NT 4.0 or later,Windows 95 or later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000 and Windows 98.,function
IsDBCSLeadByte,Windows NT 3.1 or later,Windows 95 or later,Base/intl,,Winnls.h,Windows.h,Kernel32.lib,,,,function
IsDBCSLeadByteEx,Windows NT 3.51 or later,Windows 95 or later,Base/intl,,Winnls.h,Windows.h,Kernel32.lib,,,,function
IsTextUnicode,Windows NT 3.5 or later,Unsupported,Base/intl,,Winbase.h,Windows.h,Advapi32.lib,,,,function
IsValidCodePage,Windows NT 3.1 or later,Windows 95 or later,Base/intl,,Winnls.h,Windows.h,Kernel32.lib,,,,function
IsValidLanguageGroup,Windows 2000 or later,Windows 98 or later,Base/intl,,Winnls.h,Windows.h,Kernel32.lib,,,,function
IsValidLocale,Windows NT 3.5 or later,Windows 95 or later,Base/intl,,Winnls.h,Windows.h,Kernel32.lib,,,,function
LCMapString,Windows NT 3.1 or later,Windows 95 or later,Base/intl,,Winnls.h,Windows.h,Kernel32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
MultiByteToWideChar,Windows NT 3.1 or later,Windows 95 or later,Base/intl,,Winnls.h,Windows.h,Kernel32.lib,,,,function
ScriptApplyDigitSubstitution,Windows 2000 or later,,Base/intl,,Usp10.h,,Usp10.lib,,,,function
ScriptApplyLogicalWidth,Windows 2000 or later,,Base/intl,,Usp10.h,,Usp10.lib,,,,function
ScriptBreak,Windows 2000 or later,,Base/intl,,Usp10.h,,Usp10.lib,,,,function
ScriptCacheGetHeight,Windows 2000 or later,,Base/intl,,Usp10.h,,Usp10.lib,,,,function
ScriptCPtoX,Windows 2000 or later,,Base/intl,,Usp10.h,,Usp10.lib,,,,function
ScriptFreeCache,Windows 2000 or later,,Base/intl,,Usp10.h,,Usp10.lib,,,,function
ScriptGetCMap,Windows 2000 or later,,Base/intl,,Usp10.h,,Usp10.lib,,,,function
ScriptGetFontProperties,Windows 2000 or later,,Base/intl,,Usp10.h,,Usp10.lib,,,,function
ScriptGetGlyphABCWidth,Windows 2000 or later,,Base/intl,,Usp10.h,,Usp10.lib,,,,function
ScriptGetLogicalWidths,Windows 2000 or later,,Base/intl,,Usp10.h,,Usp10.lib,,,,function
ScriptGetProperties,Windows 2000 or later,,Base/intl,,Usp10.h,,Usp10.lib,,,,function
ScriptIsComplex,Windows 2000 or later,,Base/intl,,Usp10.h,,Usp10.lib,,,,function
ScriptItemize,Windows 2000 or later,,Base/intl,,Usp10.h,,Usp10.lib,,,,function
ScriptJustify,Windows 2000 or later,,Base/intl,,Usp10.h,,Usp10.lib,,,,function
ScriptLayout,Windows 2000 or later,,Base/intl,,Usp10.h,,Usp10.lib,,,,function
ScriptPlace,Windows 2000 or later,,Base/intl,,Usp10.h,,Usp10.lib,,,,function
ScriptRecordDigitSubstitution,Windows 2000 or later,,Base/intl,,Usp10.h,,Usp10.lib,,,,function
